id,correct,question,a,b,c,d
E8A11,0,Which of the following is a measure of the quality of an analog-to-digital converter?,Total harmonic distortion,Peak envelope power,Reciprocal mixing,Power factor
E8B01,0,What is the modulation index of an FM signal?,The ratio of frequency deviation to modulating signal frequency,The ratio of modulating signal amplitude to frequency deviation,The modulating signal frequency divided by the bandwidth of the transmitted signal,The bandwidth of the transmitted signal divided by the modulating signal frequency
E8B02,3,How does the modulation index of a phase-modulated emission vary with RF carrier frequency?,It increases as the RF carrier frequency increases,It decreases as the RF carrier frequency increases,It varies with the square root of the RF carrier frequency,It does not depend on the RF carrier frequency
E8B03,0,What is the modulation index of an FM phone signal having a maximum frequency deviation of 3000 Hz either side of the carrier frequency if the highest modulating frequency is 1000 Hz?,3,0.3,6,0.6
E8B04,1,What is the modulation index of an FM phone signal having a maximum carrier deviation of plus or minus 6 kHz if the highest modulating frequency is 2 kHz?,0.3,3,0.6,6
E8B05,3,What is the deviation ratio of an FM phone signal having a maximum frequency swing of plus or minus 5 kHz if the highest modulation frequency is 3 kHz?,6,0.167,0.6,1.67
E8B06,0,What is the deviation ratio of an FM phone signal having a maximum frequency swing of plus or minus 7.5 kHz if the highest modulation frequency is 3.5 kHz?,2.14,0.214,0.47,47
E8B07,0,Orthogonal frequency-division multiplexing (OFDM) is a technique used for which types of amateur communication?,Digital modes,Extremely low-power contacts,EME,OFDM signals are not allowed on amateur bands
E8B08,3,What describes orthogonal frequency-division multiplexing (OFDM)?,A frequency modulation technique that uses non-harmonically related frequencies,A bandwidth compression technique using Fourier transforms,"A digital mode for narrow-band, slow-speed transmissions",A digital modulation technique using subcarriers at frequencies chosen to avoid intersymbol interference
E8B09,1,What is deviation ratio?,The ratio of the audio modulating frequency to the center carrier frequency,The ratio of the maximum carrier frequency deviation to the highest audio modulating frequency,The ratio of the carrier center frequency to the audio modulating frequency,The ratio of the highest audio modulating frequency to the average audio modulating frequency
E8B10,1,What is frequency division multiplexing (FDM)?,The transmitted signal jumps from band to band at a predetermined rate,Dividing the transmitted signal into separate frequency bands that each carry a different data stream,The transmitted signal is divided into packets of information,"Two or more information streams are merged into a digital combiner, which then pulse position modulates the transmitter"
E8B11,1,What is digital time division multiplexing?,Two or more data streams are assigned to discrete sub-carriers on an FM transmitter,Two or more signals are arranged to share discrete time slots of a data transmission,Two or more data streams share the same channel by transmitting time of transmission as the sub-carrier,Two or more signals are quadrature modulated to increase bandwidth efficiency
E8C01,1,What is Quadrature Amplitude Modulation or QAM?,A technique for digital data compression used in digital television which removes redundancy in the data by comparing bit amplitudes,Transmission of data by modulating the amplitude of two carriers of the same frequency but 90 degrees out of phase,A method of performing single sideband modulation by shifting the phase of the carrier and modulation components of the signal,A technique for analog modulation of television video signals using phase modulation and compression
E8C02,2,What is the definition of symbol rate in a digital transmission?,The number of control characters in a message packet,The maximum rate at which the forward error correction code can make corrections,The rate at which the waveform changes to convey information,The number of characters carried per second by the station-to-station link
E8C03,0,Why should the phase of a PSK signal be changed at the zero crossing of the RF signal?,To minimize bandwidth,To simplify modulation,To improve carrier suppression,All these choices are correct
E8C04,2,What technique minimizes the bandwidth of a PSK31 signal?,Zero-sum character encoding,Reed-Solomon character encoding,Use of sinusoidal data pulses,Use of linear data pulses
E8C05,2,What is the approximate bandwidth of a 13-WPM International Morse Code transmission?,13 Hz,26 Hz,52 Hz,104 Hz
E8C06,1,What is the bandwidth of an FT8 signal?,10 Hz,50 Hz,600 Hz,2.4 kHz
E8C07,0,"What is the bandwidth of a 4,800-Hz frequency shift, 9,600-baud ASCII FM transmission?",15.36 kHz,9.6 kHz,4.8 kHz,5.76 kHz
E8C08,3,How does ARQ accomplish error correction?,Special binary codes provide automatic correction,Special polynomial codes provide automatic correction,"If errors are detected, redundant data is substituted","If errors are detected, a retransmission is requested"
E8C09,3,Which digital code allows only one bit to change between sequential code values?,Binary Coded Decimal Code,Extended Binary Coded Decimal Interchange Code,Extended ASCII,Gray code
E8C10,2,How can data rate be increased without increasing bandwidth?,It is impossible,Increasing analog-to-digital conversion resolution,Using a more efficient digital code,Using forward error correction
E8C11,0,What is the relationship between symbol rate and baud?,They are the same,Baud is twice the symbol rate,Baud rate is half the symbol rate,The relationship depends on the specific code used
E8C12,2,What factors affect the bandwidth of a transmitted CW signal?,IF bandwidth and Q,Modulation index and output power,Keying speed and shape factor (rise and fall time),All these choices are correct
E8C13,1,What is described by the constellation diagram of a QAM or QPSK signal?,How many carriers may be present at the same time,The possible phase and amplitude states for each symbol,Frequency response of the signal stream,The number of bits used for error correction in the protocol
E8C14,2,What type of addresses do nodes have in a mesh network?,Email,Trust server,Internet Protocol (IP),Talk group
E8C15,2,What technique do individual nodes use to form a mesh network?,Forward error correction and Viterbi codes,Acting as store-and-forward digipeaters,Discovery and link establishment protocols,Custom code plugs for the local trunking systems
E8D01,0,Why are received spread spectrum signals resistant to interference?,Signals not using the spread spectrum algorithm are suppressed in the receiver,The high power used by a spread spectrum transmitter keeps its signal from being easily overpowered,Built-in error correction codes minimize interference,"If the receiver detects interference, it will signal the transmitter to change frequencies"
E8D02,1,What spread spectrum communications technique uses a high-speed binary bit stream to shift the phase of an RF carrier?,Frequency hopping,Direct sequence,Binary phase-shift keying,Phase compandored spread spectrum
E8D03,3,Which describes spread spectrum frequency hopping?,"If interference is detected by the receiver, it will signal the transmitter to change frequencies",RF signals are clipped to generate a wide band of harmonics which provides redundancy to correct errors,A binary bit stream is used to shift the phase of an RF carrier very rapidly in a pseudorandom sequence,Rapidly varying the frequency of a transmitted signal according to a pseudorandom sequence
E8D04,2,What is the primary effect of extremely short rise or fall time on a CW signal?,More difficult to copy,The generation of RF harmonics,The generation of key clicks,More difficult to tune
E8D05,0,What is the most common method of reducing key clicks?,Increase keying waveform rise and fall times,Insert low-pass filters at the transmitter output,Reduce keying waveform rise and fall times,Insert high-pass filters at the transmitter output
E8D06,3,What is the advantage of including parity bits in ASCII characters?,Faster transmission rate,Signal-to-noise ratio is improved,A larger character set is available,Some types of errors can be detected
E8D07,3,What is a common cause of overmodulation of AFSK signals?,Excessive numbers of retries,Excessive frequency deviation,Bit errors in the modem,Excessive transmit audio levels
E8D08,3,What parameter evaluates distortion of an AFSK signal caused by excessive input audio levels?,Signal-to-noise ratio,Baud error rate,Repeat Request Rate (RRR),Intermodulation Distortion (IMD)
E8D09,3,What is considered an acceptable maximum IMD level for an idling PSK signal?,+5 dB,+10 dB,+15 dB,-30 dB
E8D10,1,What are some of the differences between the Baudot digital code and ASCII?,"Baudot uses 4 data bits per character, ASCII uses 7 or 8; Baudot uses 1 character as a letters/figures shift code, ASCII has no letters/figures code","Baudot uses 5 data bits per character, ASCII uses 7 or 8; Baudot uses 2 characters as letters/figures shift codes, ASCII has no letters/figures shift code","Baudot uses 6 data bits per character, ASCII uses 7 or 8; Baudot has no letters/figures shift code, ASCII uses 2 letters/figures shift codes","Baudot uses 7 data bits per character, ASCII uses 8; Baudot has no letters/figures shift code, ASCII uses 2 letters/figures shift codes"
E8D11,2,What is one advantage of using ASCII code for data communications?,It includes built-in error correction features,It contains fewer information bits per character than any other code,It is possible to transmit both uppercase and lowercase text,It uses one character as a shift code to send numeric and special characters
E9A01,2,What is an isotropic radiator?,"A calibrated, unidirectional antenna used to make precise antenna gain measurements","An omnidirectional, horizontally polarized, precisely calibrated antenna used to make field measurements of antenna gain","A hypothetical, lossless antenna having equal radiation intensity in all directions used as a reference for antenna gain",A spacecraft antenna used to direct signals toward Earth
E9A02,3,"What is the effective radiated power (ERP) of a repeater station with 150 watts transmitter power output, 2 dB feed line loss, 2.2 dB duplexer loss, and 7 dBd antenna gain?",469 watts,78.7 watts,420 watts,286 watts
E9A03,2,What term describing total radiated power takes into account all gains and losses?,Power factor,Half-power bandwidth,Effective radiated power,Apparent power
E9A04,1,Which of the following factors affect the feed point impedance of an antenna?,Transmission line length,Antenna height,The settings of an antenna tuner at the transmitter,The input power level
E9A05,3,What does the term “ground gain” mean?,The change in signal strength caused by grounding the antenna,The gain of the antenna with respect to a dipole at ground level,To force net gain to 0 dB by grounding part of the antenna,An increase in signal strength from ground reflections in the environment of the antenna
E9A06,0,"What is the effective radiated power (ERP) of a repeater station with 200 watts transmitter power output, 4 dB feed line loss, 3.2 dB duplexer loss, 0.8 dB circulator loss, and 10 dBd antenna gain?",317 watts,"2,000 watts",126 watts,300 watts
E9A07,1,"What is the effective isotropic radiated power (EIRP) of a repeater station with 200 watts transmitter power output, 2 dB feed line loss, 2.8 dB duplexer loss, 1.2 dB circulator loss, and 7 dBi antenna gain?",159 watts,252 watts,632 watts,63.2 watts
E9A08,0,Which frequency band has the smallest first Fresnel zone?,5.8 GHz,3.4 GHz,2.4 GHz,900 MHz
E9A09,1,What is antenna efficiency?,Radiation resistance divided by transmission resistance,Radiation resistance divided by total resistance,Total resistance divided by radiation resistance,Effective radiated power divided by transmitter output
E9A10,0,Which of the following improves the efficiency of a ground-mounted quarter-wave vertical antenna?,Installing a ground radial system,Isolating the coax shield from ground,Shortening the radiating element,All these choices are correct
E9A11,2,Which of the following determines ground losses for a ground-mounted vertical antenna operating on HF?,The standing wave ratio,Distance from the transmitter,Soil conductivity,Take-off angle
E9A12,0,How much gain does an antenna have compared to a half-wavelength dipole if it has 6 dB gain over an isotropic radiator?,3.85 dB,6.0 dB,8.15 dB,2.79 dB
E9B01,1,What is the 3 dB beamwidth of the antenna radiation pattern shown in Figure E9-1?,75 degrees,50 degrees,25 degrees,30 degrees
E9B02,3,What is the front-to-back ratio of the antenna radiation pattern shown in Figure E9-1?,36 dB,14 dB,24 dB,18 dB
E9B03,3,What is the front-to-side ratio of the antenna radiation pattern shown in Figure E9-1?,12 dB,24 dB,18 dB,14 dB
E9B04,1,What is the front-to-back ratio of the radiation pattern shown in Figure E9‑2?,15 dB,28 dB,3 dB,38 dB
E9B05,0,What type of antenna pattern is shown in Figure E9-2?,Elevation,Azimuth,Near field,Polarization
E9B06,2,What is the elevation angle of peak response in the antenna radiation pattern shown in Figure E9-2?,45 degrees,75 degrees,7.5 degrees,25 degrees
E9B07,2,What is the difference in radiated power between a lossless antenna with gain and an isotropic radiator driven by the same power?,The power radiated from the directional antenna is increased by the gain of the antenna,The power radiated from the directional antenna is stronger by its front-to-back ratio,They are the same,The power radiated from the isotropic radiator is 2.15 dB greater than that from the directional antenna
E9B08,3,What is the far field of an antenna?,The region of the ionosphere where radiated power is not refracted,The region where radiated power dissipates over a specified time period,The region where radiated field strengths are constant,The region where the shape of the radiation pattern no longer varies with distance
E9B09,1,What type of analysis is commonly used for modeling antennas?,Graphical analysis,Method of Moments,Mutual impedance analysis,Calculus differentiation with respect to physical properties
E9B10,0,What is the principle of a Method of Moments analysis?,"A wire is modeled as a series of segments, each having a uniform value of current",A wire is modeled as a single sine-wave current generator,A wire is modeled as a single sine-wave voltage source,"A wire is modeled as a series of segments, each having a distinct value of voltage across it"
E9B11,2,What is a disadvantage of decreasing the number of wire segments in an antenna model below 10 segments per half-wavelength?,Ground conductivity will not be accurately modeled,The resulting design will favor radiation of harmonic energy,The computed feed point impedance may be incorrect,The antenna will become mechanically unstable
E9C01,3,What type of radiation pattern is created by two 1/4-wavelength vertical antennas spaced 1/2-wavelength apart and fed 180 degrees out of phase?,Cardioid,Omni-directional,A figure-eight broadside to the axis of the array,A figure-eight oriented along the axis of the array
E9C02,0,What type of radiation pattern is created by two 1/4-wavelength vertical antennas spaced 1/4-wavelength apart and fed 90 degrees out of phase?,Cardioid,A figure-eight end-fire along the axis of the array,A figure-eight broadside to the axis of the array,Omni-directional
E9C03,2,What type of radiation pattern is created by two 1/4-wavelength vertical antennas spaced 1/2-wavelength apart and fed in phase?,Omni-directional,Cardioid,A figure-eight broadside to the axis of the array,A figure-eight end-fire along the axis of the array
E9C04,1,What happens to the radiation pattern of an unterminated long wire antenna as the wire length is increased?,Fewer lobes form with the major lobes increasing closer to broadside to the wire,Additional lobes form with major lobes increasingly aligned with the axis of the antenna,"The elevation angle increases, and the front-to-rear ratio decreases","The elevation angle increases, while the front-to-rear ratio is unaffected"
E9C05,0,What is the purpose of feeding an off-center-fed dipole (OCFD) between the center and one end instead of at the midpoint?,To create a similar feed point impedance on multiple bands,To suppress off-center lobes at higher frequencies,To resonate the antenna across a wider range of frequencies,To reduce common-mode current coupling on the feed line shield
E9C06,1,What is the effect of adding a terminating resistor to a rhombic or long-wire antenna?,It reflects the standing waves on the antenna elements back to the transmitter,It changes the radiation pattern from bidirectional to unidirectional,It changes the radiation pattern from horizontal to vertical polarization,It decreases the ground loss
E9C07,0,What is the approximate feed point impedance at the center of a two-wire half-wave folded dipole antenna?,300 ohms,72 ohms,50 ohms,450 ohms
E9C08,2,What is a folded dipole antenna?,A dipole one-quarter wavelength long,A center-fed dipole with the ends folded down 90 degrees at the midpoint of each side,A half-wave dipole with an additional parallel wire connecting its two ends,A dipole configured to provide forward gain
E9C09,0,Which of the following describes a G5RV antenna?,A wire antenna center-fed through a specific length of open-wire line connected to a balun and coaxial feed line,A multi-band trap antenna,A phased array antenna consisting of multiple loops,A wide band dipole using shorted coaxial cable for the radiating elements and fed with a 4:1 balun
E9C10,1,Which of the following describes a Zepp antenna?,A horizontal array capable of quickly changing the direction of maximum radiation by changing phasing lines,An end-fed half-wavelength dipole,An omni-directional antenna commonly used for satellite communications,A vertical array capable of quickly changing the direction of maximum radiation by changing phasing lines
E9C11,3,How is the far-field elevation pattern of a vertically polarized antenna affected by being mounted over seawater versus soil?,Radiation at low angles decreases,Additional lobes appear at higher elevation angles,Separate elevation lobes will combine into a single lobe,Radiation at low angles increases
E9C12,2,Which of the following describes an extended double Zepp antenna?,An end-fed full-wave dipole antenna,A center-fed 1.5-wavelength dipole antenna,A center-fed 1.25-wavelength dipole antenna,An end-fed 2-wavelength dipole antenna
E9C13,1,How does the radiation pattern of a horizontally polarized antenna vary with increasing height above ground?,The takeoff angle of the lowest elevation lobe increases,The takeoff angle of the lowest elevation lobe decreases,The horizontal beamwidth increases,The horizontal beamwidth decreases
E9C14,1,How does the radiation pattern of a horizontally-polarized antenna mounted above a long slope compare with the same antenna mounted above flat ground?,The main lobe takeoff angle increases in the downhill direction,The main lobe takeoff angle decreases in the downhill direction,The horizontal beamwidth decreases in the downhill direction,The horizontal beamwidth increases in the uphill direction
E9D01,3,How much does the gain of an ideal parabolic reflector antenna increase when the operating frequency is doubled?,2 dB,3 dB,4 dB,6 dB
E9D02,2,How can two linearly polarized Yagi antennas be used to produce circular polarization?,Stack two Yagis to form an array with the respective elements in parallel planes fed 90 degrees out of phase,Stack two Yagis to form an array with the respective elements in parallel planes fed in phase,Arrange two Yagis on the same axis and perpendicular to each other with the driven elements at the same point on the boom and fed 90 degrees out of phase,Arrange two Yagis collinear to each other with the driven elements fed 180 degrees out of phase
E9D03,0,What is the most efficient location for a loading coil on an electrically short whip?,Near the center of the vertical radiator,As low as possible on the vertical radiator,At a voltage maximum,At a voltage null
E9D04,2,Why should antenna loading coils have a high ratio of reactance to resistance?,To swamp out harmonics,To lower the radiation angle,To maximize efficiency,To minimize the Q
E9D05,3,Approximately how long is a Yagi’s driven element?,234 divided by frequency in MHz,1005 divided by frequency in MHz,1/4 wavelength,1/2 wavelength
E9D06,1,What happens to SWR bandwidth when one or more loading coils are used to resonate an electrically short antenna?,It is increased,It is decreased,It is unchanged if the loading coil is located at the feed point,It is unchanged if the loading coil is located at a voltage maximum point
E9D07,3,What is an advantage of top loading an electrically short HF vertical antenna?,Lower Q,Greater structural strength,Higher losses,Improved radiation efficiency
E9D08,1,What happens as the Q of an antenna increases?,SWR bandwidth increases,SWR bandwidth decreases,Gain is reduced,More common-mode current is present on the feed line
E9D09,3,What is the function of a loading coil in an electrically short antenna?,To increase the SWR bandwidth by increasing net reactance,To lower the losses,To lower the Q,To resonate the antenna by cancelling the capacitive reactance
E9D10,1,How does radiation resistance of a base-fed whip antenna change below its resonant frequency?,Radiation resistance increases,Radiation resistance decreases,Radiation resistance becomes imaginary,Radiation resistance does not depend on frequency
E9D11,3,Why do most two-element Yagis with normal spacing have a reflector instead of a director?,Lower SWR,Higher receiving directivity factor,Greater front-to-side,Higher gain
E9D12,2,What is the purpose of making a Yagi’s parasitic elements either longer or shorter than resonance?,Wind torque cancellation,Mechanical balance,Control of phase shift,Minimize losses
E9E01,1,Which matching system for Yagi antennas requires the driven element to be insulated from the boom?,Gamma,Beta or hairpin,Shunt-fed,T-match
E9E02,0,What antenna matching system matches coaxial cable to an antenna by connecting the shield to the center of the antenna and the conductor a fraction of a wavelength to one side?,Gamma match,Delta match,T-match,Stub match
E9E03,3,What matching system uses a short length of transmission line connected in parallel with the feed line at or near the feed point?,Gamma match,Delta match,T-match,Stub match
E9E04,1,What is the purpose of the series capacitor in a gamma match?,To provide DC isolation between the feed line and the antenna,To cancel unwanted inductive reactance,To provide a rejection notch that prevents the radiation of harmonics,To transform the antenna impedance to a higher value
E9E05,0,What Yagi driven element feed point impedance is required to use a beta or hairpin matching system?,Capacitive (driven element electrically shorter than 1/2 wavelength),Inductive (driven element electrically longer than 1/2 wavelength),Purely resistive,Purely reactive
E9E06,2,Which of these transmission line impedances would be suitable for constructing a quarter-wave Q-section for matching a 100-ohm feed point impedance to a 50-ohm transmission line?,50 ohms,62 ohms,75 ohms,90 ohms
E9E07,1,What parameter describes the interaction of a load and transmission line?,Characteristic impedance,Reflection coefficient,Velocity factor,Dielectric constant
E9E08,2,What is a use for a Wilkinson divider?,To divide the operating frequency of a transmitter signal so it can be used on a lower frequency band,To feed high-impedance antennas from a low-impedance source,To divide power equally between two 50-ohm loads while maintaining 50-ohm input impedance,To divide the frequency of the input to a counter to increase its frequency range
E9E09,2,Which of the following is used to shunt feed a grounded tower at its base?,Double-bazooka match,Beta or hairpin match,Gamma match,All these choices are correct
E9E10,2,Which matching system places an inductance across the feed point of a vertical monopole antenna?,Gamma,Shunt-fed,Beta or hairpin,T-match
E9E11,0,What is the purpose of using multiple driven elements connected through phasing lines?,To control the antenna’s radiation pattern,To prevent harmonic radiation from the transmitter,To allow single-band antennas to operate on other bands,To create a low-angle radiation pattern
E9F01,3,What is the velocity factor of a transmission line?,The ratio of its characteristic impedance to its termination impedance,The ratio of its termination impedance to its characteristic impedance,The velocity of a wave in the transmission line multiplied by the velocity of light in a vacuum,The velocity of a wave in the transmission line divided by the velocity of light in a vacuum
E9F02,2,Which of the following has the biggest effect on the velocity factor of a transmission line?,The characteristic impedance,The transmission line length,The insulating dielectric material,The center conductor resistivity
E9F03,3,Why is the electrical length of a coaxial cable longer than its physical length?,Skin effect is less pronounced in the coaxial cable,Skin effect is more pronounced in the coaxial cable,Electromagnetic waves move faster in coaxial cable than in air,Electromagnetic waves move more slowly in a coaxial cable than in air
E9F04,1,What impedance does a 1/2-wavelength transmission line present to an RF generator when the line is shorted at the far end?,Very high impedance,Very low impedance,The same as the characteristic impedance of the line,The same as the output impedance of the RF generator
E9F05,3,What is microstrip?,Special shielding material designed for microwave frequencies,Miniature coax used for low power applications,Short lengths of coax mounted on printed circuit boards to minimize time delay between microwave circuits,Precision printed circuit conductors above a ground plane that provide constant impedance interconnects at microwave frequencies
E9F06,2,"What is the approximate physical length of an air-insulated, parallel conductor transmission line that is electrically 1/2 wavelength long at 14.10 MHz?",7.0 meters,8.5 meters,10.6 meters,13.3 meters
E9F07,0,How does parallel conductor transmission line compare to coaxial cable with a plastic dielectric?,Lower loss,Higher SWR,Smaller reflection coefficient,Lower velocity factor
E9F08,3,"Which of the following is a significant difference between foam dielectric coaxial cable and solid dielectric coaxial cable, assuming all other parameters are the same?",Foam dielectric coaxial cable has lower safe maximum operating voltage,Foam dielectric coaxial cable has lower loss per unit of length,Foam dielectric coaxial cable has higher velocity factor,All these choices are correct
E9F09,0,What impedance does a 1/4-wavelength transmission line present to an RF generator when the line is shorted at the far end?,Very high impedance,Very low impedance,The same as the characteristic impedance of the transmission line,The same as the generator output impedance
E9F10,2,What impedance does a 1/8-wavelength transmission line present to an RF generator when the line is shorted at the far end?,A capacitive reactance,The same as the characteristic impedance of the line,An inductive reactance,Zero
E9F11,2,What impedance does a 1/8-wavelength transmission line present to an RF generator when the line is open at the far end?,The same as the characteristic impedance of the line,An inductive reactance,A capacitive reactance,Infinite
E9F12,3,What impedance does a 1/4-wavelength transmission line present to an RF generator when the line is open at the far end?,The same as the characteristic impedance of the line,The same as the input impedance to the generator,Very high impedance,Very low impedance
E9G01,0,Which of the following can be calculated using a Smith chart?,Impedance along transmission lines,Radiation resistance,Antenna radiation pattern,Radio propagation
E9G02,1,What type of coordinate system is used in a Smith chart?,Voltage circles and current arcs,Resistance circles and reactance arcs,Voltage chords and current chords,Resistance lines and reactance chords
E9G03,2,Which of the following is often determined using a Smith chart?,Beam headings and radiation patterns,Satellite azimuth and elevation bearings,Impedance and SWR values in transmission lines,Point-to-point propagation reliability as a function of frequency
E9G04,2,What are the two families of circles and arcs that make up a Smith chart?,Inductance and capacitance,Reactance and voltage,Resistance and reactance,Voltage and impedance
E9G05,0,Which of the following is a common use for a Smith chart?,Determine the length and position of an impedance matching stub,"Determine the impedance of a transmission line, given the physical dimensions",Determine the gain of an antenna given the physical and electrical parameters,"Determine the loss/100 feet of a transmission line, given the velocity factor and conductor materials"
E9G06,1,"On the Smith chart shown in Figure E9-3, what is the name for the large outer circle on which the reactance arcs terminate?",Prime axis,Reactance axis,Impedance axis,Polar axis
E9G07,3,"On the Smith chart shown in Figure E9-3, what is the only straight line shown?",The reactance axis,The current axis,The voltage axis,The resistance axis
E9G08,2,How is a Smith chart normalized?,Reassign the reactance axis with resistance values,Reassign the resistance axis with reactance values,Reassign the prime center’s impedance value,Reassign the prime center to the reactance axis
E9G09,0,What third family of circles is often added to a Smith chart during the process of designing impedance matching networks?,Constant-SWR circles,Transmission line length circles,Coaxial-length circles,Radiation-pattern circles
E9G10,3,What do the arcs on a Smith chart represent?,Frequency,SWR,Points with constant resistance,Points with constant reactance
E9G11,1,In what units are the wavelength scales on a Smith chart calibrated?,In fractions of transmission line electrical frequency,In fractions of transmission line electrical wavelength,In fractions of antenna electrical wavelength,In fractions of antenna electrical frequency
E9H01,3,"When constructing a Beverage antenna, which of the following factors should be included in the design to achieve good performance at the desired frequency?",Its overall length must not exceed 1/4 wavelength,It must be mounted more than 1 wavelength above ground,It should be configured as a four-sided loop,It should be at least one wavelength long
E9H02,0,Which is generally true for 160- and 80-meter receiving antennas?,Atmospheric noise is so high that directivity is much more important than losses,They must be erected at least 1/2 wavelength above the ground to attain good directivity,Low loss coax transmission line is essential for good performance,All these choices are correct
E9H03,3,What is receiving directivity factor (RDF)?,Forward gain compared to the gain in the reverse direction,Relative directivity compared to isotropic,Relative directivity compared to a dipole,Peak antenna gain compared to average gain over the hemisphere around and above the antenna
E9H04,1,What is the purpose of placing an electrostatic shield around a small-loop direction-finding antenna?,"It adds capacitive loading, increasing the bandwidth of the antenna","It eliminates unbalanced capacitive coupling to the antenna’s surroundings, improving the depth of its nulls",It eliminates tracking errors caused by strong out-of-band signals,It increases signal strength by providing a better match to the feed line
E9H05,0,What challenge is presented by a small wire-loop antenna for direction finding?,It has a bidirectional null pattern,It does not have a clearly defined null,It is practical for use only on VHF and higher bands,All these choices are correct
E9H06,3,What indicates the correct value of terminating resistance for a Beverage antenna?,Maximum feed point DC resistance at the center of the desired frequency range,Minimum low-angle front-to-back ratio at the design frequency,Maximum DC current in the terminating resistor,Minimum variation in SWR over the desired frequency range
E9H07,1,What is the function of a Beverage antenna’s termination resistor?,Increase the front-to-side ratio,Absorb signals from the reverse direction,Decrease SWR bandwidth,Eliminate harmonic reception
E9H08,0,What is the function of a sense antenna?,It modifies the pattern of a DF antenna to provide a null in only one direction,It increases the sensitivity of a DF antenna array,It allows DF antennas to receive signals at different vertical angles,It provides diversity reception that cancels multipath signals
E9H09,0,"What type of radiation pattern is created by a single-turn, terminated loop such as a pennant antenna?",Cardioid,Bidirectional,Omnidirectional,Hyperbolic
E9H10,2,How can the output voltage of a multiple-turn receiving loop antenna be increased?,By reducing the permeability of the loop shield,By utilizing high impedance wire for the coupling loop,By increasing the number of turns and/or the area enclosed by the loop,All these choices are correct
E9H11,1,What feature of a cardioid pattern antenna makes it useful for direction-finding antennas?,A very sharp peak,A single null,Broadband response,High radiation angle
E0A01,1,What is the primary function of an external earth connection or ground rod?,Prevent static build up on power lines,Lightning charge dissipation,Reduce RF current flow between pieces of equipment,Protect breaker panel from power surges
E0A02,1,"When evaluating RF exposure levels from your station at a neighbor’s home, what must you do?",Ensure signals from your station are less than the controlled maximum permissible exposure (MPE) limits,Ensure signals from your station are less than the uncontrolled maximum permissible exposure (MPE) limits,Ensure signals from your station are less than the controlled maximum permissible emission (MPE) limits,Ensure signals from your station are less than the uncontrolled maximum permissible emission (MPE) limits
E0A03,2,Over what range of frequencies are the FCC human body RF exposure limits most restrictive?,300 kHz - 3 MHz,3 - 30 MHz,30 - 300 MHz,300 - 3000 MHz
E0A04,2,"When evaluating a site with multiple transmitters operating at the same time, the operators and licensees of which transmitters are responsible for mitigating over-exposure situations?",Each transmitter that produces 20 percent or more of its MPE limit in areas where the total MPE limit is exceeded,Each transmitter operating with a duty cycle greater than 25 percent,Each transmitter that produces 5 percent or more of its MPE limit in areas where the total MPE limit is exceeded,Each transmitter operating with a duty cycle greater than 50 percent
E0A05,1,What hazard is created by operating at microwave frequencies?,Microwaves are ionizing radiation,The high gain antennas commonly used can result in high exposure levels,Microwaves are in the frequency range where wave velocity is higher,The extremely high frequency energy can damage the joints of antenna structures
E0A06,3,Why are there separate electric (E) and magnetic (H) MPE limits at frequencies below 300 MHz?,The body reacts to electromagnetic radiation from both the E and H fields,Ground reflections and scattering cause the field strength to vary with location,E field and H field radiation intensity peaks can occur at different locations,All these choices are correct
E0A07,1,What is meant by “100% tie-off” regarding tower safety?,All loose ropes and guys secured to a fixed structure,At least one lanyard attached to the tower at all times,All tools secured to the climber’s harness,"All circuit breakers feeding power to the tower must be tied closed with tape, cable, or ties"
E0A08,2,What does SAR measure?,Signal attenuation ratio,Signal amplification rating,The rate at which RF energy is absorbed by the body,The rate of RF energy reflected from stationary terrain
E0A09,2,Which of the following types of equipment are exempt from RF exposure evaluations?,Transceivers with less than 7 watts of RF output,Antennas that radiate only in the near field,"Hand-held transceivers sold before May 3, 2021",Dish antennas less than one meter in diameter
E0A10,0,When must an RF exposure evaluation be performed on an amateur station operating on 80 meters?,An evaluation must always be performed,When the ERP of the station is less than 10 watts,When the station’s operating mode is CW,When the output power from the transmitter is less than 100 watts
E0A11,3,To what should lanyards be attached while climbing?,Antenna mast,Guy brackets,Tower rungs,Tower legs
E0A12,0,Where should a shock-absorbing lanyard be attached to a tower when working above ground?,Above the climber’s head level,To the belt of the fall-arrest harness,Even with the climber's waist,To the next lowest set of guys
