id,correct,question,a,b,c,d
E7G06,1,What is the gain-bandwidth of an operational amplifier?,The maximum frequency for a filter circuit using that type of amplifier,The frequency at which the open-loop gain of the amplifier equals one,The gain of the amplifier at a filter's cutoff frequency,The frequency at which the amplifier's offset voltage is zero
E7G07,2,What magnitude of voltage gain can be expected from the circuit in Figure E7-3 when R1 is 10 ohms and RF is 470 ohms?,0.21,94,47,24
E7G08,3,How does the gain of an ideal operational amplifier vary with frequency?,It increases linearly with increasing frequency,It decreases linearly with increasing frequency,It decreases logarithmically with increasing frequency,It does not vary with frequency
E7G09,3,"What will be the output voltage of the circuit shown in Figure E7-3 if R1 is 1000 ohms, RF is 10,000 ohms, and 0.23 volts DC is applied to the input?",0.23 volts,2.3 volts,-0.23 volts,-2.3 volts
E7G10,2,What absolute voltage gain can be expected from the circuit in Figure E7-3 when R1 is 1800 ohms and RF is 68 kilohms?,1,0.03,38,76
E7G11,1,What absolute voltage gain can be expected from the circuit in Figure E7-3 when R1 is 3300 ohms and RF is 47 kilohms?,28,14,7,0.07
E7G12,0,What is an operational amplifier?,"A high-gain, direct-coupled differential amplifier with very high input impedance and very low output impedance",A digital audio amplifier whose characteristics are determined by components external to the amplifier,An amplifier used to increase the average output of frequency modulated amateur signals to the legal limit,A RF amplifier used in the UHF and microwave regions
E7H01,3,What are three oscillator circuits used in amateur radio equipment?,"Taft, Pierce and negative feedback","Pierce, Fenner and Beane","Taft, Hartley and Pierce","Colpitts, Hartley and Pierce"
E7H02,2,What is a microphonic?,An IC used for amplifying microphone signals,Distortion caused by RF pickup on the microphone cable,Changes in oscillator frequency due to mechanical vibration,Excess loading of the microphone by an oscillator
E7H03,0,How is positive feedback supplied in a Hartley oscillator?,Through a tapped coil,Through a capacitive divider,Through link coupling,Through a neutralizing capacitor
E7H04,2,How is positive feedback supplied in a Colpitts oscillator?,Through a tapped coil,Through link coupling,Through a capacitive divider,Through a neutralizing capacitor
E7H05,3,How is positive feedback supplied in a Pierce oscillator?,Through a tapped coil,Through link coupling,Through a neutralizing capacitor,Through a quartz crystal
E7H06,1,Which of the following oscillator circuits are commonly used in VFOs?,Pierce and Zener,Colpitts and Hartley,Armstrong and deForest,Negative feedback and balanced feedback
E7H07,3,How can an oscillator's microphonic responses be reduced?,Use NP0 capacitors,Reduce noise on the oscillator's power supply,Increase the bias voltage,Mechanically isolate the oscillator circuitry from its enclosure
E7H08,0,Which of the following components can be used to reduce thermal drift in crystal oscillators?,NP0 capacitors,Toroidal inductors,Wirewound resistors,Non-inductive resistors
E7H09,0,"What type of frequency synthesizer circuit uses a phase accumulator, lookup table, digital to analog converter, and a low-pass anti-alias filter?",A direct digital synthesizer,A hybrid synthesizer,A phase-locked loop synthesizer,A diode-switching matrix synthesizer
E7H10,1,What information is contained in the lookup table of a direct digital synthesizer (DDS)?,The phase relationship between a reference oscillator and the output waveform,Amplitude values that represent the desired waveform,The phase relationship between a voltage-controlled oscillator and the output waveform,Frequently used receiver and transmitter frequencies
E7H11,2,What are the major spectral impurity components of direct digital synthesizers?,Broadband noise,Digital conversion noise,Spurious signals at discrete frequencies,Nyquist limit noise
E7H12,1,Which of the following must be done to ensure that a crystal oscillator provides the frequency specified by the crystal manufacturer?,Provide the crystal with a specified parallel inductance,Provide the crystal with a specified parallel capacitance,Bias the crystal at a specified voltage,Bias the crystal at a specified current
E7H13,3,Which of the following is a technique for providing highly accurate and stable oscillators needed for microwave transmission and reception?,Use a GPS signal reference,Use a rubidium stabilized reference oscillator,Use a temperature-controlled high Q dielectric resonator,All these choices are correct
E7H14,2,What is a phase-locked loop circuit?,"An electronic servo loop consisting of a ratio detector, reactance modulator, and voltage-controlled oscillator",An electronic circuit also known as a monostable multivibrator,"An electronic servo loop consisting of a phase detector, a low-pass filter, a voltage-controlled oscillator, and a stable reference oscillator",An electronic circuit consisting of a precision push-pull amplifier with a differential input
E7H15,3,Which of these functions can be performed by a phase-locked loop?,Wide-band AF and RF power amplification,"Comparison of two digital input signals, digital pulse counter","Photovoltaic conversion, optical coupling","Frequency synthesis, FM demodulation"
E8A01,0,What is the name of the process that shows that a square wave is made up of a sine wave plus all its odd harmonics?,Fourier analysis,Vector analysis,Numerical analysis,Differential analysis
E8A02,0,Which of the following is a type of analog-to-digital conversion?,Successive approximation,Harmonic regeneration,Level shifting,Phase reversal
E8A03,0,What type of wave does a Fourier analysis show to be made up of sine waves of a given fundamental frequency plus all its harmonics?,A sawtooth wave,A square wave,A sine wave,A cosine wave
E8A04,1,"What is ""dither"" with respect to analog-to-digital converters?",An abnormal condition where the converter cannot settle on a value to represent the signal,A small amount of noise added to the input signal to allow more precise representation of a signal over time,An error caused by irregular quantization step size,A method of decimation by randomly skipping samples
E8A05,3,What of the following instruments would be the most accurate for measuring the RMS voltage of a complex waveform?,A grid dip meter,A D'Arsonval meter,An absorption wave meter,A true-RMS calculating meter
E8A06,0,What is the approximate ratio of PEP-to-average power in a typical single-sideband phone signal?,2.5 to 1,25 to 1,1 to 1,100 to 1
E8A07,1,What determines the PEP-to-average power ratio of a single-sideband phone signal?,The frequency of the modulating signal,Speech characteristics,The degree of carrier suppression,Amplifier gain
E8A08,2,Why would a direct or flash conversion analog-to-digital converter be useful for a software defined radio?,Very low power consumption decreases frequency drift,Immunity to out-of-sequence coding reduces spurious responses,Very high speed allows digitizing high frequencies,All these choices are correct
E8A09,3,How many different input levels can be encoded by an analog-to-digital converter with 8-bit resolution?,8,8 multiplied by the gain of the input amplifier,256 divided by the gain of the input amplifier,256
E8A10,2,What is the purpose of a low-pass filter used in conjunction with a digital-to-analog converter?,Lower the input bandwidth to increase the effective resolution,Improve accuracy by removing out-of-sequence codes from the input,Remove harmonics from the output caused by the discrete analog levels generated,All these choices are correct
E8A11,0,Which of the following is a measure of the quality of an analog-to-digital converter?,Total harmonic distortion,Peak envelope power,Reciprocal mixing,Power factor
E8B01,0,What is the modulation index of an FM signal?,The ratio of frequency deviation to modulating signal frequency,The ratio of modulating signal amplitude to frequency deviation,The type of modulation used by the transmitter,The bandwidth of the transmitted signal divided by the modulating signal frequency
E8B02,3,How does the modulation index of a phase-modulated emission vary with RF carrier frequency?,It increases as the RF carrier frequency increases,It decreases as the RF carrier frequency increases,It varies with the square root of the RF carrier frequency,It does not depend on the RF carrier frequency
E8B03,0,What is the modulation index of an FM-phone signal having a maximum frequency deviation of 3000 Hz either side of the carrier frequency when the modulating frequency is 1000 Hz?,3,0.3,3000,1000
E8B04,1,What is the modulation index of an FM-phone signal having a maximum carrier deviation of plus or minus 6 kHz when modulated with a 2 kHz modulating frequency?,6000,3,2000,1/3
E8B05,3,What is the deviation ratio of an FM-phone signal having a maximum frequency swing of plus-or-minus 5 kHz when the maximum modulation frequency is 3 kHz?,60,0.167,0.6,1.67
E8B06,0,What is the deviation ratio of an FM-phone signal having a maximum frequency swing of plus or minus 7.5 kHz when the maximum modulation frequency is 3.5 kHz?,2.14,0.214,0.47,47
E8B07,0,Orthogonal Frequency Division Multiplexing is a technique used for which type of amateur communication?,High-speed digital modes,Extremely low-power contacts,EME,OFDM signals are not allowed on amateur bands
E8B08,3,What describes Orthogonal Frequency Division Multiplexing?,A frequency modulation technique that uses non-harmonically related frequencies,A bandwidth compression technique using Fourier transforms,"A digital mode for narrow-band, slow-speed transmissions",A digital modulation technique using subcarriers at frequencies chosen to avoid intersymbol interference
E8B09,1,What is deviation ratio?,The ratio of the audio modulating frequency to the center carrier frequency,The ratio of the maximum carrier frequency deviation to the highest audio modulating frequency,The ratio of the carrier center frequency to the audio modulating frequency,The ratio of the highest audio modulating frequency to the average audio modulating frequency
E8B10,1,What is frequency division multiplexing?,The transmitted signal jumps from band to band at a predetermined rate,"Two or more information streams are merged into a baseband, which then modulates the transmitter",The transmitted signal is divided into packets of information,"Two or more information streams are merged into a digital combiner, which then pulse position modulates the transmitter"
E8B11,1,What is digital time division multiplexing?,Two or more data streams are assigned to discrete sub-carriers on an FM transmitter,Two or more signals are arranged to share discrete time slots of a data transmission,Two or more data streams share the same channel by transmitting time of transmission as the sub-carrier,Two or more signals are quadrature modulated to increase bandwidth efficiency
E8C01,2,How is Forward Error Correction implemented?,By the receiving station repeating each block of three data characters,By transmitting a special algorithm to the receiving station along with the data characters,By transmitting extra data that may be used to detect and correct transmission errors,By varying the frequency shift of the transmitted signal according to a predefined algorithm
E8C02,2,What is the definition of symbol rate in a digital transmission?,The number of control characters in a message packet,The duration of each bit in a message sent over the air,The rate at which the waveform changes to convey information,The number of characters carried per second by the station-to-station link
E8C03,0,Why should phase-shifting of a PSK signal be done at the zero crossing of the RF signal?,To minimize bandwidth,To simplify modulation,To improve carrier suppression,All these choices are correct
E8C04,2,What technique minimizes the bandwidth of a PSK31 signal?,Zero-sum character encoding,Reed-Solomon character encoding,Use of sinusoidal data pulses,Use of trapezoidal data pulses
E8C05,2,What is the approximate bandwidth of a 13-WPM International Morse Code transmission?,13 Hz,26 Hz,52 Hz,104 Hz
E8C06,2,"What is the bandwidth of a 170-hertz shift, 300-baud ASCII transmission?",0.1 Hz,0.3 kHz,0.5 kHz,1.0 kHz
E8C07,0,"What is the bandwidth of a 4800-Hz frequency shift, 9600-baud ASCII FM transmission?",15.36 kHz,9.6 kHz,4.8 kHz,5.76 kHz
E8C08,3,How does ARQ accomplish error correction?,Special binary codes provide automatic correction,Special polynomial codes provide automatic correction,"If errors are detected, redundant data is substituted","If errors are detected, a retransmission is requested"
E8C09,3,Which digital code allows only one bit to change between sequential code values?,Binary Coded Decimal Code,Extended Binary Coded Decimal Interchange Code,Excess 3 code,Gray code
E8C10,2,How may symbol rate be increased without increasing bandwidth?,It is impossible,Increasing analog-to-digital conversion resolution,Using a more efficient digital code,Using forward error correction
E8C11,0,What is the relationship between symbol rate and baud?,They are the same,Baud is twice the symbol rate,Symbol rate is only used for packet-based modes,Baud is only used for RTTY
E8C12,2,What factors affect the bandwidth of a transmitted CW signal?,IF bandwidth and Q,Modulation index and output power,Keying speed and shape factor (rise and fall time),All these choices are correct
E8D01,0,Why are received spread spectrum signals resistant to interference?,Signals not using the spread spectrum algorithm are suppressed in the receiver,The high power used by a spread spectrum transmitter keeps its signal from being easily overpowered,The receiver is always equipped with a digital blanker,If interference is detected by the receiver it will signal the transmitter to change frequencies
E8D02,1,What spread spectrum communications technique uses a high-speed binary bit stream to shift the phase of an RF carrier?,Frequency hopping,Direct sequence,Binary phase-shift keying,Phase compandored spread spectrum
E8D03,3,How does the spread spectrum technique of frequency hopping work?,If interference is detected by the receiver it will signal the transmitter to change frequencies,If interference is detected by the receiver it will signal the transmitter to wait until the frequency is clear,A binary bit stream is used to shift the phase of an RF carrier very rapidly in a pseudorandom sequence,The frequency of the transmitted signal is changed very rapidly according to a pseudorandom sequence also used by the receiving station
E8D04,2,What is the primary effect of extremely short rise or fall time on a CW signal?,More difficult to copy,The generation of RF harmonics,The generation of key clicks,Limits data speed
E8D05,0,What is the most common method of reducing key clicks?,Increase keying waveform rise and fall times,Low-pass filters at the transmitter output,Reduce keying waveform rise and fall times,High-pass filters at the transmitter output
E8D06,3,What is the advantage of including parity bits in ASCII characters?,Faster transmission rate,The signal can overpower interfering signals,Foreign language characters can be sent,Some types of errors can be detected
E8D07,3,What is a common cause of overmodulation of AFSK signals?,Excessive numbers of retries,Ground loops,Bit errors in the modem,Excessive transmit audio levels
E8D08,3,What parameter evaluates distortion of an AFSK signal caused by excessive input audio levels?,Signal-to-noise ratio,Baud rate,Repeat Request Rate (RRR),Intermodulation Distortion (IMD)
E8D09,3,What is considered an acceptable maximum IMD level for an idling PSK signal?,+10 dB,+15 dB,-20 dB,-30 dB
E8D10,1,What are some of the differences between the Baudot digital code and ASCII?,"Baudot uses 4 data bits per character, ASCII uses 7 or 8; Baudot uses 1 character as a letters/figures shift code, ASCII has no letters/figures code","Baudot uses 5 data bits per character, ASCII uses 7 or 8; Baudot uses 2 characters as letters/figures shift codes, ASCII has no letters/figures shift code","Baudot uses 6 data bits per character, ASCII uses 7 or 8; Baudot has no letters/figures shift code, ASCII uses 2 letters/figures shift codes","Baudot uses 7 data bits per character, ASCII uses 8; Baudot has no letters/figures shift code, ASCII uses 2 letters/figures shift codes"
E8D11,2,What is one advantage of using ASCII code for data communications?,It includes built-in error correction features,It contains fewer information bits per character than any other code,It is possible to transmit both upper and lower case text,It uses one character as a shift code to send numeric and special characters
E9A01,2,What is an isotropic antenna?,A grounded antenna used to measure Earth conductivity,A horizontally polarized antenna used to compare Yagi antennas,"A theoretical, omnidirectional antenna used as a reference for antenna gain",A spacecraft antenna used to direct signals toward Earth
E9A02,3,"What is the effective radiated power relative to a dipole of a repeater station with 150 watts transmitter power output, 2 dB feed line loss, 2.2 dB duplexer loss, and 7 dBd antenna gain?",1977 watts,78.7 watts,420 watts,286 watts
E9A03,2,What is the radiation resistance of an antenna?,The combined losses of the antenna elements and feed line,The specific impedance of the antenna,The value of a resistance that would dissipate the same amount of power as that radiated from an antenna,The resistance in the atmosphere that an antenna must overcome to be able to radiate a signal
E9A04,1,Which of the following factors affect the feed point impedance of an antenna?,Transmission line length,Antenna height,The settings of an antenna tuner at the transmitter,The input power level
E9A05,3,What is included in the total resistance of an antenna system?,Radiation resistance plus space impedance,Radiation resistance plus transmission resistance,Transmission-line resistance plus radiation resistance,Radiation resistance plus loss resistance
E9A06,0,"What is the effective radiated power relative to a dipole of a repeater station with 200 watts transmitter power output, 4 dB feed line loss, 3.2 dB duplexer loss, 0.8 dB circulator loss, and 10 dBd antenna gain?",317 watts,2000 watts,126 watts,300 watts
E9A07,1,"What is the effective isotropic radiated power of a repeater station with 200 watts transmitter power output, 2 dB feed line loss, 2.8 dB duplexer loss, 1.2 dB circulator loss, and 7 dBi antenna gain?",159 watts,252 watts,632 watts,63.2 watts
E9A08,1,What is antenna bandwidth?,Antenna length divided by the number of elements,The frequency range over which an antenna satisfies a performance requirement,The angle between the half-power radiation points,The angle formed between two imaginary lines drawn through the element ends
E9A09,1,What is antenna efficiency?,Radiation resistance divided by transmission resistance,Radiation resistance divided by total resistance,Total resistance divided by radiation resistance,Effective radiated power divided by transmitter output
E9A10,0,Which of the following improves the efficiency of a ground-mounted quarter-wave vertical antenna?,Installing a radial system,Isolating the coax shield from ground,Shortening the radiating element,All these choices are correct
E9A11,2,Which of the following factors determines ground losses for a ground-mounted vertical antenna operating in the 3 MHz to 30 MHz range?,The standing wave ratio,Distance from the transmitter,Soil conductivity,Take-off angle
E9A12,0,How much gain does an antenna have compared to a 1/2-wavelength dipole when it has 6 dB gain over an isotropic antenna?,3.85 dB,6.0 dB,8.15 dB,2.79 dB
E9A13,2,"What term describes station output, taking into account all gains and losses?",Power factor,Half-power bandwidth,Effective radiated power,Apparent power
E9B01,1,"In the antenna radiation pattern shown in Figure E9-1, what is the beamwidth?",75 degrees,50 degrees,25 degrees,30 degrees
E9B02,1,"In the antenna radiation pattern shown in Figure E9-1, what is the front-to-back ratio?",36 dB,18 dB,24 dB,14 dB
E9B03,1,"In the antenna radiation pattern shown in Figure E9-1, what is the front-to-side ratio?",12 dB,14 dB,18 dB,24 dB
E9B04,1,What is the front-to-back ratio of the radiation pattern shown in Figure E9-2?,15 dB,28 dB,3 dB,38 dB
E9B05,0,What type of antenna pattern is shown in Figure E9-2?,Elevation,Azimuth,Radiation resistance,Polarization
E9B06,2,What is the elevation angle of peak response in the antenna radiation pattern shown in Figure E9-2?,45 degrees,75 degrees,7.5 degrees,25 degrees
E9B07,2,"How does the total amount of radiation emitted by a directional gain antenna compare with the total amount of radiation emitted from a theoretical isotropic antenna, assuming each is driven by the same amount of power?",The total amount of radiation from the directional antenna is increased by the gain of the antenna,The total amount of radiation from the directional antenna is stronger by its front-to-back ratio,They are the same,The radiation from the isotropic antenna is 2.15 dB stronger than that from the directional antenna
E9B08,3,What is the far field of an antenna?,The region of the ionosphere where radiated power is not refracted,The region where radiated power dissipates over a specified time period,The region where radiated field strengths are constant,The region where the shape of the antenna pattern is independent of distance
E9B09,1,What type of computer program technique is commonly used for modeling antennas?,Graphical analysis,Method of Moments,Mutual impedance analysis,Calculus differentiation with respect to physical properties
E9B10,0,What is the principle of a Method of Moments analysis?,"A wire is modeled as a series of segments, each having a uniform value of current",A wire is modeled as a single sine-wave current generator,A wire is modeled as a single sine-wave voltage source,"A wire is modeled as a series of segments, each having a distinct value of voltage across it"
E9B11,2,What is a disadvantage of decreasing the number of wire segments in an antenna model below 10 segments per half-wavelength?,Ground conductivity will not be accurately modeled,The resulting design will favor radiation of harmonic energy,The computed feed point impedance may be incorrect,The antenna will become mechanically unstable
E9C01,3,What is the radiation pattern of two 1/4-wavelength vertical antennas spaced 1/2-wavelength apart and fed 180 degrees out of phase?,Cardioid,Omni-directional,A figure-8 broadside to the axis of the array,A figure-8 oriented along the axis of the array
E9C02,0,What is the radiation pattern of two 1/4 wavelength vertical antennas spaced 1/4 wavelength apart and fed 90 degrees out of phase?,Cardioid,A figure-8 end-fire along the axis of the array,A figure-8 broadside to the axis of the array,Omni-directional
E9C03,2,What is the radiation pattern of two 1/4-wavelength vertical antennas spaced 1/2 wavelength apart and fed in phase?,Omni-directional,Cardioid,A Figure-8 broadside to the axis of the array,A Figure-8 end-fire along the axis of the array
E9C04,1,What happens to the radiation pattern of an unterminated long wire antenna as the wire length is increased?,The lobes become more perpendicular to the wire,The lobes align more in the direction of the wire,The vertical angle increases,The front-to-back ratio decreases
E9C05,0,Which of the following is a type of OCFD antenna?,A dipole fed approximately 1/3 the way from one end with a 4:1 balun to provide multiband operation,A remotely tunable dipole antenna using orthogonally controlled frequency diversity,A folded dipole center-fed with 300-ohm transmission line,A multiband dipole antenna using one-way circular polarization for frequency diversity
E9C06,1,What is the effect of adding a terminating resistor to a rhombic antenna?,It reflects the standing waves on the antenna elements back to the transmitter,It changes the radiation pattern from bidirectional to unidirectional,It changes the radiation pattern from horizontal to vertical polarization,It decreases the ground loss
E9C07,0,What is the approximate feed point impedance at the center of a two-wire folded dipole antenna?,300 ohms,72 ohms,50 ohms,450 ohms
E9C08,2,What is a folded dipole antenna?,A dipole one-quarter wavelength long,A type of ground-plane antenna,A half-wave dipole with an additional parallel wire connecting its two ends,A dipole configured to provide forward gain
E9C09,0,Which of the following describes a G5RV antenna?,A multi-band dipole antenna fed with coax and a balun through a selected length of open wire transmission line,A multi-band trap antenna,A phased array antenna consisting of multiple loops,A wide band dipole using shorted coaxial cable for the radiating elements and fed with a�4:1 balun
E9C10,1,Which of the following describes a Zepp antenna?,A dipole constructed from zip cord,An end-fed dipole antenna,An omni-directional antenna commonly used for satellite communications,A vertical array capable of quickly changing the direction of maximum radiation by changing phasing lines
E9C11,3,How is the far-field elevation pattern of a vertically polarized antenna affected by being mounted over seawater versus soil?,The low-angle radiation decreases,Additional higher vertical angle lobes will appear,Fewer vertical angle lobes will be present,The low-angle radiation increases
E9C12,2,Which of the following describes an Extended Double Zepp antenna?,A wideband vertical antenna constructed from precisely tapered aluminum tubing,A portable antenna erected using two push support poles,A center-fed 1.25-wavelength antenna (two 5/8-wave elements in phase),An end-fed folded dipole antenna
E9C13,1,How does the radiation pattern of a horizontally polarized 3-element beam antenna vary with increasing height above ground?,The takeoff angle of the lowest elevation lobe increases,The takeoff angle of the lowest elevation lobe decreases,The horizontal beamwidth increases,The horizontal beamwidth decreases
E9C14,1,How does the performance of a horizontally polarized antenna mounted on the side of a hill compare with the same antenna mounted on flat ground?,The main lobe takeoff angle increases in the downhill direction,The main lobe takeoff angle decreases in the downhill direction,The horizontal beamwidth decreases in the downhill direction,The horizontal beamwidth increases in the uphill direction
E9D01,3,How much does the gain of an ideal parabolic dish antenna change when the operating frequency is doubled?,2 dB,3 dB,4 dB,6 dB
E9D02,2,How can linearly polarized Yagi antennas be used to produce circular polarization?,Stack two Yagis fed 90 degrees out of phase to form an array with the respective elements in parallel planes,Stack two Yagis fed in phase to form an array with the respective elements in parallel planes,Arrange two Yagis perpendicular to each other with the driven elements at the same point on the boom fed 90 degrees out of phase,Arrange two Yagis collinear to each other with the driven elements fed 180 degrees out of phase
E9D03,0,Where should a high Q loading coil be placed to minimize losses in a shortened vertical antenna?,Near the center of the vertical radiator,As low as possible on the vertical radiator,As close to the transmitter as possible,At a voltage node
E9D04,2,Why should an HF mobile antenna loading coil have a high ratio of reactance to resistance?,To swamp out harmonics,To lower the radiation angle,To minimize losses,To minimize the Q
E9D05,1,What usually occurs if a Yagi antenna is designed solely for maximum forward gain?,The front-to-back ratio increases,The front-to-back ratio decreases,The frequency response is widened over the whole frequency band,The SWR is reduced
E9D06,1,What happens to the SWR bandwidth when one or more loading coils are used to resonate an electrically short antenna?,It is increased,It is decreased,It is unchanged if the loading coil is located at the feed point,It is unchanged if the loading coil is located at a voltage maximum point
E9D07,3,What is an advantage of using top loading in a shortened HF vertical antenna?,Lower Q,Greater structural strength,Higher losses,Improved radiation efficiency
E9D08,1,What happens as the Q of an antenna increases?,SWR bandwidth increases,SWR bandwidth decreases,Gain is reduced,More common-mode current is present on the feed line
E9D09,3,What is the function of a loading coil used as part of an HF mobile antenna?,To increase the SWR bandwidth,To lower the losses,To lower the Q,To cancel capacitive reactance
E9D10,1,What happens to feed-point impedance at the base of a fixed length HF mobile antenna when operated below its resonant frequency?,The radiation resistance decreases and the capacitive reactance decreases,The radiation resistance decreases and the capacitive reactance increases,The radiation resistance increases and the capacitive reactance decreases,The radiation resistance increases and the capacitive reactance increases
E9D11,1,Which of the following conductors would be best for minimizing losses in a station's RF ground system?,"Resistive wire, such as spark plug wire",Wide flat copper strap,Stranded wire,Solid wire
E9D12,2,Which of the following would provide the best RF ground for your station?,A 50-ohm resistor connected to ground,An electrically short connection to a metal water pipe,An electrically short connection to 3 or 4 interconnected ground rods driven into the Earth,An electrically short connection to 3 or 4 interconnected ground rods via a series RF choke
E9E01,1,What system matches a higher-impedance transmission line to a lower-impedance antenna by connecting the line to the driven element in two places spaced a fraction of a wavelength each side of element center?,The gamma matching system,The delta matching system,The omega matching system,The stub matching system
E9E02,0,What is the name of an antenna matching system that matches an unbalanced feed line to an antenna by feeding the driven element both at the center of the element and at a fraction of a wavelength to one side of center?,The gamma match,The delta match,The epsilon match,The stub match
E9E03,3,What is the name of the matching system that uses a section of transmission line connected in parallel with the feed line at or near the feed point?,The gamma match,The delta match,The omega match,The stub match
E9E04,1,What is the purpose of the series capacitor in a gamma-type antenna matching network?,To provide DC isolation between the feed line and the antenna,To cancel the inductive reactance of the matching network,To provide a rejection notch that prevents the radiation of harmonics,To transform the antenna impedance to a higher value
E9E05,0,How must an antenna's driven element be tuned to use a hairpin matching system?,The driven element reactance must be capacitive,The driven element reactance must be inductive,The driven element resonance must be lower than the operating frequency,The driven element radiation resistance must be higher than the characteristic impedance of the transmission line
E9E06,2,Which of these feed line impedances would be suitable for constructing a quarter-wave Q-section for matching a 100-ohm loop to 50-ohm feed line?,50 ohms,62 ohms,75 ohms,450 ohms
E9E07,1,What parameter describes the interactions at the load end of a mismatched transmission line?,Characteristic impedance,Reflection coefficient,Velocity factor,Dielectric constant
E9E08,2,What is a use for a Wilkinson divider?,It divides the operating frequency of a transmitter signal so it can be used on a lower frequency band,It is used to feed high-impedance antennas from a low-impedance source,It is used to divide power equally between two 50-ohm loads while maintaining 50-ohm input impedance,It is used to feed low-impedance loads from a high-impedance source
E9E09,2,Which of the following is used to shunt-feed a grounded tower at its base?,Double-bazooka match,Hairpin match,Gamma match,All these choices are correct
E9E10,2,Which of these choices is an effective way to match an antenna with a 100-ohm feed point impedance to a 50-ohm coaxial cable feed line?,Connect a 1/4-wavelength open stub of 300-ohm twinlead in parallel with the coaxial feed line where it connects to the antenna,Insert a 1/2 wavelength piece of 300-ohm twinlead in series between the antenna terminals and the 50-ohm feed cable,Insert a 1/4-wavelength piece of 75-ohm coaxial cable transmission line in series between the antenna terminals and the 50-ohm feed cable,Connect a 1/2 wavelength shorted stub of 75-ohm cable in parallel with the 50-ohm cable where it attaches to the antenna
E9E11,0,What is the primary purpose of phasing lines when used with an antenna having multiple driven elements?,It ensures that each driven element operates in concert with the others to create the desired antenna pattern,It prevents reflected power from traveling back down the feed line and causing harmonic radiation from the transmitter,It allows single-band antennas to operate on other bands,It creates a low-angle radiation pattern
E9F01,3,What is the velocity factor of a transmission line?,The ratio of the characteristic impedance of the line to the terminating impedance,The index of shielding for coaxial cable,The velocity of the wave in the transmission line multiplied by the velocity of light in a vacuum,The velocity of the wave in the transmission line divided by the velocity of light in a vacuum
E9F02,2,Which of the following has the biggest effect on the velocity factor of a transmission line?,The termination impedance,The line length,Dielectric materials used in the line,The center conductor resistivity
E9F03,3,Why is the physical length of a coaxial cable transmission line shorter than its electrical length?,Skin effect is less pronounced in the coaxial cable,The characteristic impedance is higher in a parallel feed line,The surge impedance is higher in a parallel feed line,Electrical signals move more slowly in a coaxial cable than in air
E9F04,1,What impedance does a 1/2-wavelength transmission line present to a generator when the line is shorted at the far end?,Very high impedance,Very low impedance,The same as the characteristic impedance of the line,The same as the output impedance of the generator
E9F05,3,What is the approximate physical length of a solid polyethylene dielectric coaxial transmission line that is electrically 1/4 wavelength long at 14.1 MHz?,10.6 meters,5.3 meters,4.3 meters,3.5 meters
E9F06,2,"What is the approximate physical length of an air-insulated, parallel conductor transmission line that is electrically 1/2 wavelength long at 14.10 MHz?",7.0 meters,8.5 meters,10.6 meters,13.3 meters
E9F07,0,How does ladder line compare to small-diameter coaxial cable such as RG-58 at 50 MHz?,Lower loss,Higher SWR,Smaller reflection coefficient,Lower velocity factor
E9F08,3,"Which of the following is a significant difference between foam dielectric coaxial cable and solid dielectric cable, assuming all other parameters are the same?",Foam dielectric has lower safe operating voltage limits,Foam dielectric has lower loss per unit of length,Foam dielectric has higher velocity factor,All these choices are correct
E9F09,1,What is the approximate physical length of a foam polyethylene dielectric coaxial transmission line that is electrically 1/4 wavelength long at 7.2 MHz?,10.4 meters,8.3 meters,6.9 meters,5.2 meters
E9F10,2,What impedance does a 1/8-wavelength transmission line present to a generator when the line is shorted at the far end?,A capacitive reactance,The same as the characteristic impedance of the line,An inductive reactance,Zero
E9F11,2,What impedance does a 1/8-wavelength transmission line present to a generator when the line is open at the far end?,The same as the characteristic impedance of the line,An inductive reactance,A capacitive reactance,Infinite
E9F12,3,What impedance does a 1/4-wavelength transmission line present to a generator when the line is open at the far end?,The same as the characteristic impedance of the line,The same as the input impedance to the generator,Very high impedance,Very low impedance
E9F13,0,What impedance does a 1/4-wavelength transmission line present to a generator when the line is shorted at the far end?,Very high impedance,Very low impedance,The same as the characteristic impedance of the transmission line,The same as the generator output impedance
E9G01,0,Which of the following can be calculated using a Smith chart?,Impedance along transmission lines,Radiation resistance,Antenna radiation pattern,Radio propagation
E9G02,1,What type of coordinate system is used in a Smith chart?,Voltage circles and current arcs,Resistance circles and reactance arcs,Voltage lines and current chords,Resistance lines and reactance chords
E9G03,2,Which of the following is often determined using a Smith chart?,Beam headings and radiation patterns,Satellite azimuth and elevation bearings,Impedance and SWR values in transmission lines,Trigonometric functions
E9G04,2,What are the two families of circles and arcs that make up a Smith chart?,Resistance and voltage,Reactance and voltage,Resistance and reactance,Voltage and impedance
E9G05,0,Which of the following is a common use for a Smith chart?,Determine the length and position of an impedance matching stub,"Determine the impedance of a transmission line, given the physical dimensions",Determine the gain of an antenna given the physical and electrical parameters,"Determine the loss/100 feet of a transmission line, given the velocity factor and conductor materials"
E9G06,1,"On the Smith chart shown in Figure E9-3, what is the name for the large outer circle on which the reactance arcs terminate?",Prime axis,Reactance axis,Impedance axis,Polar axis
E9G07,3,"On the Smith chart shown in Figure E9-3, what is the only straight line shown?",The reactance axis,The current axis,The voltage axis,The resistance axis
